date,donations,is_weekend,is_month_start,is_month_end,day_name_Friday,day_name_Monday,day_name_Saturday,day_name_Sunday,day_name_Thursday,day_name_Tuesday,day_name_Wednesday
2006-04-30,71,True,False,True,False,False,False,True,False,False,False
2006-05-01,1537,False,True,False,False,True,False,False,False,False,False
2006-05-02,97,False,False,False,False,False,False,False,False,True,False
2006-05-03,305,False,False,False,False,False,False,False,False,False,True
2006-05-04,204,False,False,False,False,False,False,False,True,False,False
2006-05-05,100,False,False,False,True,False,False,False,False,False,False
2006-05-06,587,True,False,False,False,False,True,False,False,False,False
2006-05-07,712,True,False,False,False,False,False,True,False,False,False
2006-05-08,164,False,False,False,False,True,False,False,False,False,False
2006-05-09,158,False,False,False,False,False,False,False,False,True,False
2006-05-10,275,False,False,False,False,False,False,False,False,False,True
2006-05-11,489,False,False,False,False,False,False,False,True,False,False
2006-05-12,1085,False,False,False,True,False,False,False,False,False,False
2006-05-13,272,True,False,False,False,False,True,False,False,False,False
2006-05-14,823,True,False,False,False,False,False,True,False,False,False
2006-05-15,190,False,False,False,False,True,False,False,False,False,False
2006-05-16,304,False,False,False,False,False,False,False,False,True,False
2006-05-17,614,False,False,False,False,False,False,False,False,False,True
2006-05-18,250,False,False,False,False,False,False,False,True,False,False
2006-05-19,80,False,False,False,True,False,False,False,False,False,False
2006-05-20,612,True,False,False,False,False,True,False,False,False,False
2006-05-21,705,True,False,False,False,False,False,True,False,False,False
2006-05-22,156,False,False,False,False,True,False,False,False,False,False
2006-05-23,517,False,False,False,False,False,False,False,False,True,False
2006-05-24,503,False,False,False,False,False,False,False,False,False,True
2006-05-25,615,False,False,False,False,False,False,False,True,False,False
2006-05-26,269,False,False,False,True,False,False,False,False,False,False
2006-05-27,194,True,False,False,False,False,True,False,False,False,False
2006-05-28,549,True,False,False,False,False,False,True,False,False,False
2006-05-29,185,False,False,False,False,True,False,False,False,False,False
2006-05-30,190,False,False,False,False,False,False,False,False,True,False
2006-05-31,155,False,False,True,False,False,False,False,False,False,True
2006-06-01,378,False,True,False,False,False,False,False,True,False,False
2006-06-02,151,False,False,False,True,False,False,False,False,False,False
2006-06-03,203,True,False,False,False,False,True,False,False,False,False
2006-06-04,339,True,False,False,False,False,False,True,False,False,False
2006-06-05,91,False,False,False,False,True,False,False,False,False,False
2006-06-06,124,False,False,False,False,False,False,False,False,True,False
2006-06-07,383,False,False,False,False,False,False,False,False,False,True
2006-06-08,153,False,False,False,False,False,False,False,True,False,False
2006-06-09,167,False,False,False,True,False,False,False,False,False,False
2006-06-10,207,True,False,False,False,False,True,False,False,False,False
2006-06-11,405,True,False,False,False,False,False,True,False,False,False
2006-06-12,220,False,False,False,False,True,False,False,False,False,False
2006-06-13,96,False,False,False,False,False,False,False,False,True,False
2006-06-14,143,False,False,False,False,False,False,False,False,False,True
2006-06-15,316,False,False,False,False,False,False,False,True,False,False
2006-06-16,523,False,False,False,True,False,False,False,False,False,False
2006-06-17,462,True,False,False,False,False,True,False,False,False,False
2006-06-18,535,True,False,False,False,False,False,True,False,False,False
2006-06-19,117,False,False,False,False,True,False,False,False,False,False
2006-06-20,280,False,False,False,False,False,False,False,False,True,False
2006-06-21,385,False,False,False,False,False,False,False,False,False,True
2006-06-22,398,False,False,False,False,False,False,False,True,False,False
2006-06-23,154,False,False,False,True,False,False,False,False,False,False
2006-06-24,858,True,False,False,False,False,True,False,False,False,False
2006-06-25,461,True,False,False,False,False,False,True,False,False,False
2006-06-26,124,False,False,False,False,True,False,False,False,False,False
2006-06-27,595,False,False,False,False,False,False,False,False,True,False
2006-06-28,270,False,False,False,False,False,False,False,False,False,True
2006-06-29,200,False,False,False,False,False,False,False,True,False,False
2006-06-30,107,False,False,True,True,False,False,False,False,False,False
2006-07-01,62,True,True,False,False,False,True,False,False,False,False
2006-07-02,410,True,False,False,False,False,False,True,False,False,False
2006-07-03,101,False,False,False,False,True,False,False,False,False,False
2006-07-04,254,False,False,False,False,False,False,False,False,True,False
2006-07-05,47,False,False,False,False,False,False,False,False,False,True
2006-07-06,150,False,False,False,False,False,False,False,True,False,False
2006-07-07,269,False,False,False,True,False,False,False,False,False,False
2006-07-08,306,True,False,False,False,False,True,False,False,False,False
2006-07-09,191,True,False,False,False,False,False,True,False,False,False
2006-07-10,207,False,False,False,False,True,False,False,False,False,False
2006-07-11,618,False,False,False,False,False,False,False,False,True,False
2006-07-12,725,False,False,False,False,False,False,False,False,False,True
2006-07-13,804,False,False,False,False,False,False,False,True,False,False
2006-07-14,773,False,False,False,True,False,False,False,False,False,False
2006-07-15,594,True,False,False,False,False,True,False,False,False,False
2006-07-16,356,True,False,False,False,False,False,True,False,False,False
2006-07-17,159,False,False,False,False,True,False,False,False,False,False
2006-07-18,338,False,False,False,False,False,False,False,False,True,False
2006-07-19,470,False,False,False,False,False,False,False,False,False,True
2006-07-20,596,False,False,False,False,False,False,False,True,False,False
2006-07-21,442,False,False,False,True,False,False,False,False,False,False
2006-07-22,255,True,False,False,False,False,True,False,False,False,False
2006-07-23,634,True,False,False,False,False,False,True,False,False,False
2006-07-24,233,False,False,False,False,True,False,False,False,False,False
2006-07-25,732,False,False,False,False,False,False,False,False,True,False
2006-07-26,794,False,False,False,False,False,False,False,False,False,True
2006-07-27,661,False,False,False,False,False,False,False,True,False,False
2006-07-28,327,False,False,False,True,False,False,False,False,False,False
2006-07-29,345,True,False,False,False,False,True,False,False,False,False
2006-07-30,484,True,False,False,False,False,False,True,False,False,False
2006-07-31,62,False,False,True,False,True,False,False,False,False,False
2006-08-01,318,False,True,False,False,False,False,False,False,True,False
2006-08-02,349,False,False,False,False,False,False,False,False,False,True
2006-08-03,489,False,False,False,False,False,False,False,True,False,False
2006-08-04,198,False,False,False,True,False,False,False,False,False,False
2006-08-05,79,True,False,False,False,False,True,False,False,False,False
2006-08-06,679,True,False,False,False,False,False,True,False,False,False
2006-08-07,362,False,False,False,False,True,False,False,False,False,False
2006-08-08,286,False,False,False,False,False,False,False,False,True,False
2006-08-09,348,False,False,False,False,False,False,False,False,False,True
2006-08-10,122,False,False,False,False,False,False,False,True,False,False
2006-08-11,140,False,False,False,True,False,False,False,False,False,False
2006-08-12,640,True,False,False,False,False,True,False,False,False,False
2006-08-13,638,True,False,False,False,False,False,True,False,False,False
2006-08-14,298,False,False,False,False,True,False,False,False,False,False
2006-08-15,725,False,False,False,False,False,False,False,False,True,False
2006-08-16,531,False,False,False,False,False,False,False,False,False,True
2006-08-17,612,False,False,False,False,False,False,False,True,False,False
2006-08-18,639,False,False,False,True,False,False,False,False,False,False
2006-08-19,382,True,False,False,False,False,True,False,False,False,False
2006-08-20,703,True,False,False,False,False,False,True,False,False,False
2006-08-21,226,False,False,False,False,True,False,False,False,False,False
2006-08-22,649,False,False,False,False,False,False,False,False,True,False
2006-08-23,817,False,False,False,False,False,False,False,False,False,True
2006-08-24,767,False,False,False,False,False,False,False,True,False,False
2006-08-25,418,False,False,False,True,False,False,False,False,False,False
2006-08-26,148,True,False,False,False,False,True,False,False,False,False
2006-08-27,507,True,False,False,False,False,False,True,False,False,False
2006-08-28,234,False,False,False,False,True,False,False,False,False,False
2006-08-29,569,False,False,False,False,False,False,False,False,True,False
2006-08-30,363,False,False,False,False,False,False,False,False,False,True
2006-08-31,337,False,False,True,False,False,False,False,True,False,False
2006-09-01,73,False,True,False,True,False,False,False,False,False,False
2006-09-02,264,True,False,False,False,False,True,False,False,False,False
2006-09-03,1601,True,False,False,False,False,False,True,False,False,False
2006-09-04,193,False,False,False,False,True,False,False,False,False,False
2006-09-05,339,False,False,False,False,False,False,False,False,True,False
2006-09-06,630,False,False,False,False,False,False,False,False,False,True
2006-09-07,667,False,False,False,False,False,False,False,True,False,False
2006-09-08,427,False,False,False,True,False,False,False,False,False,False
2006-09-09,279,True,False,False,False,False,True,False,False,False,False
2006-09-10,397,True,False,False,False,False,False,True,False,False,False
2006-09-11,338,False,False,False,False,True,False,False,False,False,False
2006-09-12,704,False,False,False,False,False,False,False,False,True,False
2006-09-13,523,False,False,False,False,False,False,False,False,False,True
2006-09-14,512,False,False,False,False,False,False,False,True,False,False
2006-09-15,417,False,False,False,True,False,False,False,False,False,False
2006-09-16,649,True,False,False,False,False,True,False,False,False,False
2006-09-17,515,True,False,False,False,False,False,True,False,False,False
2006-09-18,282,False,False,False,False,True,False,False,False,False,False
2006-09-19,641,False,False,False,False,False,False,False,False,True,False
2006-09-20,680,False,False,False,False,False,False,False,False,False,True
2006-09-21,835,False,False,False,False,False,False,False,True,False,False
2006-09-22,731,False,False,False,True,False,False,False,False,False,False
2006-09-23,204,True,False,False,False,False,True,False,False,False,False
2006-09-24,163,True,False,False,False,False,False,True,False,False,False
2006-09-25,31,False,False,False,False,True,False,False,False,False,False
2006-09-26,12,False,False,False,False,False,False,False,False,True,False
2006-09-27,89,False,False,False,False,False,False,False,False,False,True
2006-09-28,77,False,False,False,False,False,False,False,True,False,False
2006-09-29,93,False,False,False,True,False,False,False,False,False,False
2006-09-30,98,True,False,True,False,False,True,False,False,False,False
2006-10-01,468,True,True,False,False,False,False,True,False,False,False
2006-10-02,74,False,False,False,False,True,False,False,False,False,False
2006-10-03,98,False,False,False,False,False,False,False,False,True,False
2006-10-04,68,False,False,False,False,False,False,False,False,False,True
2006-10-05,93,False,False,False,False,False,False,False,True,False,False
2006-10-06,385,False,False,False,True,False,False,False,False,False,False
2006-10-07,34,True,False,False,False,False,True,False,False,False,False
2006-10-08,579,True,False,False,False,False,False,True,False,False,False
2006-10-09,26,False,False,False,False,True,False,False,False,False,False
2006-10-10,121,False,False,False,False,False,False,False,False,True,False
2006-10-11,48,False,False,False,False,False,False,False,False,False,True
2006-10-12,202,False,False,False,False,False,False,False,True,False,False
2006-10-13,69,False,False,False,True,False,False,False,False,False,False
2006-10-14,232,True,False,False,False,False,True,False,False,False,False
2006-10-15,1121,True,False,False,False,False,False,True,False,False,False
2006-10-16,179,False,False,False,False,True,False,False,False,False,False
2006-10-17,256,False,False,False,False,False,False,False,False,True,False
2006-10-18,149,False,False,False,False,False,False,False,False,False,True
2006-10-19,668,False,False,False,False,False,False,False,True,False,False
2006-10-20,206,False,False,False,True,False,False,False,False,False,False
2006-10-21,28,True,False,False,False,False,True,False,False,False,False
2006-10-22,155,True,False,False,False,False,False,True,False,False,False
2006-10-23,37,False,False,False,False,True,False,False,False,False,False
2006-10-24,0,False,False,False,False,False,False,False,False,True,False
2006-10-25,0,False,False,False,False,False,False,False,False,False,True
2006-10-26,52,False,False,False,False,False,False,False,True,False,False
2006-10-27,143,False,False,False,True,False,False,False,False,False,False
2006-10-28,254,True,False,False,False,False,True,False,False,False,False
2006-10-29,503,True,False,False,False,False,False,True,False,False,False
2006-10-30,112,False,False,False,False,True,False,False,False,False,False
2006-10-31,74,False,False,True,False,False,False,False,False,True,False
2006-11-01,243,False,True,False,False,False,False,False,False,False,True
2006-11-02,260,False,False,False,False,False,False,False,True,False,False
2006-11-03,510,False,False,False,True,False,False,False,False,False,False
2006-11-04,232,True,False,False,False,False,True,False,False,False,False
2006-11-05,326,True,False,False,False,False,False,True,False,False,False
2006-11-06,258,False,False,False,False,True,False,False,False,False,False
2006-11-07,392,False,False,False,False,False,False,False,False,True,False
2006-11-08,424,False,False,False,False,False,False,False,False,False,True
2006-11-09,586,False,False,False,False,False,False,False,True,False,False
2006-11-10,234,False,False,False,True,False,False,False,False,False,False
2006-11-11,235,True,False,False,False,False,True,False,False,False,False
2006-11-12,684,True,False,False,False,False,False,True,False,False,False
2006-11-13,116,False,False,False,False,True,False,False,False,False,False
2006-11-14,648,False,False,False,False,False,False,False,False,True,False
2006-11-15,347,False,False,False,False,False,False,False,False,False,True
2006-11-16,510,False,False,False,False,False,False,False,True,False,False
2006-11-17,462,False,False,False,True,False,False,False,False,False,False
2006-11-18,189,True,False,False,False,False,True,False,False,False,False
2006-11-19,499,True,False,False,False,False,False,True,False,False,False
2006-11-20,700,False,False,False,False,True,False,False,False,False,False
2006-11-21,667,False,False,False,False,False,False,False,False,True,False
2006-11-22,826,False,False,False,False,False,False,False,False,False,True
2006-11-23,1129,False,False,False,False,False,False,False,True,False,False
2006-11-24,785,False,False,False,True,False,False,False,False,False,False
2006-11-25,129,True,False,False,False,False,True,False,False,False,False
2006-11-26,351,True,False,False,False,False,False,True,False,False,False
2006-11-27,135,False,False,False,False,True,False,False,False,False,False
2006-11-28,154,False,False,False,False,False,False,False,False,True,False
2006-11-29,224,False,False,False,False,False,False,False,False,False,True
2006-11-30,490,False,False,True,False,False,False,False,True,False,False
2006-12-01,556,False,True,False,True,False,False,False,False,False,False
2006-12-02,327,True,False,False,False,False,True,False,False,False,False
2006-12-03,917,True,False,False,False,False,False,True,False,False,False
2006-12-04,51,False,False,False,False,True,False,False,False,False,False
2006-12-05,236,False,False,False,False,False,False,False,False,True,False
2006-12-06,318,False,False,False,False,False,False,False,False,False,True
2006-12-07,273,False,False,False,False,False,False,False,True,False,False
2006-12-08,240,False,False,False,True,False,False,False,False,False,False
2006-12-09,285,True,False,False,False,False,True,False,False,False,False
2006-12-10,304,True,False,False,False,False,False,True,False,False,False
2006-12-11,215,False,False,False,False,True,False,False,False,False,False
2006-12-12,522,False,False,False,False,False,False,False,False,True,False
2006-12-13,462,False,False,False,False,False,False,False,False,False,True
2006-12-14,632,False,False,False,False,False,False,False,True,False,False
2006-12-15,225,False,False,False,True,False,False,False,False,False,False
2006-12-16,158,True,False,False,False,False,True,False,False,False,False
2006-12-17,347,True,False,False,False,False,False,True,False,False,False
2006-12-18,85,False,False,False,False,True,False,False,False,False,False
2006-12-19,188,False,False,False,False,False,False,False,False,True,False
2006-12-20,609,False,False,False,False,False,False,False,False,False,True
2006-12-21,508,False,False,False,False,False,False,False,True,False,False
2006-12-22,288,False,False,False,True,False,False,False,False,False,False
2006-12-23,127,True,False,False,False,False,True,False,False,False,False
2006-12-24,269,True,False,False,False,False,False,True,False,False,False
2006-12-25,73,False,False,False,False,True,False,False,False,False,False
2006-12-26,209,False,False,False,False,False,False,False,False,True,False
2006-12-27,294,False,False,False,False,False,False,False,False,False,True
2006-12-28,251,False,False,False,False,False,False,False,True,False,False
2006-12-29,724,False,False,False,True,False,False,False,False,False,False
2006-12-30,241,True,False,False,False,False,True,False,False,False,False
2006-12-31,44,True,False,True,False,False,False,True,False,False,False
2007-01-01,54,False,True,False,False,True,False,False,False,False,False
2007-01-02,75,False,False,False,False,False,False,False,False,True,False
2007-01-03,108,False,False,False,False,False,False,False,False,False,True
2007-01-04,406,False,False,False,False,False,False,False,True,False,False
2007-01-05,71,False,False,False,True,False,False,False,False,False,False
2007-01-06,164,True,False,False,False,False,True,False,False,False,False
2007-01-07,669,True,False,False,False,False,False,True,False,False,False
2007-01-08,580,False,False,False,False,True,False,False,False,False,False
2007-01-09,830,False,False,False,False,False,False,False,False,True,False
2007-01-10,1158,False,False,False,False,False,False,False,False,False,True
2007-01-11,663,False,False,False,False,False,False,False,True,False,False
2007-01-12,157,False,False,False,True,False,False,False,False,False,False
2007-01-13,279,True,False,False,False,False,True,False,False,False,False
2007-01-14,185,True,False,False,False,False,False,True,False,False,False
2007-01-15,431,False,False,False,False,True,False,False,False,False,False
2007-01-16,521,False,False,False,False,False,False,False,False,True,False
2007-01-17,670,False,False,False,False,False,False,False,False,False,True
2007-01-18,566,False,False,False,False,False,False,False,True,False,False
2007-01-19,167,False,False,False,True,False,False,False,False,False,False
2007-01-20,165,True,False,False,False,False,True,False,False,False,False
2007-01-21,350,True,False,False,False,False,False,True,False,False,False
2007-01-22,486,False,False,False,False,True,False,False,False,False,False
2007-01-23,528,False,False,False,False,False,False,False,False,True,False
2007-01-24,647,False,False,False,False,False,False,False,False,False,True
2007-01-25,662,False,False,False,False,False,False,False,True,False,False
2007-01-26,590,False,False,False,True,False,False,False,False,False,False
2007-01-27,293,True,False,False,False,False,True,False,False,False,False
2007-01-28,476,True,False,False,False,False,False,True,False,False,False
2007-01-29,122,False,False,False,False,True,False,False,False,False,False
2007-01-30,459,False,False,False,False,False,False,False,False,True,False
2007-01-31,653,False,False,True,False,False,False,False,False,False,True
2007-02-01,1910,False,True,False,False,False,False,False,True,False,False
2007-02-02,118,False,False,False,True,False,False,False,False,False,False
2007-02-03,316,True,False,False,False,False,True,False,False,False,False
2007-02-04,237,True,False,False,False,False,False,True,False,False,False
2007-02-05,300,False,False,False,False,True,False,False,False,False,False
2007-02-06,682,False,False,False,False,False,False,False,False,True,False
2007-02-07,604,False,False,False,False,False,False,False,False,False,True
2007-02-08,531,False,False,False,False,False,False,False,True,False,False
2007-02-09,973,False,False,False,True,False,False,False,False,False,False
2007-02-10,1565,True,False,False,False,False,True,False,False,False,False
2007-02-11,2667,True,False,False,False,False,False,True,False,False,False
2007-02-12,437,False,False,False,False,True,False,False,False,False,False
2007-02-13,344,False,False,False,False,False,False,False,False,True,False
2007-02-14,866,False,False,False,False,False,False,False,False,False,True
2007-02-15,465,False,False,False,False,False,False,False,True,False,False
2007-02-16,189,False,False,False,True,False,False,False,False,False,False
2007-02-17,160,True,False,False,False,False,True,False,False,False,False
2007-02-18,67,True,False,False,False,False,False,True,False,False,False
2007-02-19,136,False,False,False,False,True,False,False,False,False,False
2007-02-20,76,False,False,False,False,False,False,False,False,True,False
2007-02-21,234,False,False,False,False,False,False,False,False,False,True
2007-02-22,85,False,False,False,False,False,False,False,True,False,False
2007-02-23,206,False,False,False,True,False,False,False,False,False,False
2007-02-24,551,True,False,False,False,False,True,False,False,False,False
2007-02-25,164,True,False,False,False,False,False,True,False,False,False
2007-02-26,358,False,False,False,False,True,False,False,False,False,False
2007-02-27,324,False,False,False,False,False,False,False,False,True,False
2007-02-28,1001,False,False,True,False,False,False,False,False,False,True
2007-03-01,298,False,True,False,False,False,False,False,True,False,False
2007-03-02,228,False,False,False,True,False,False,False,False,False,False
2007-03-03,118,True,False,False,False,False,True,False,False,False,False
2007-03-04,50,True,False,False,False,False,False,True,False,False,False
2007-03-05,387,False,False,False,False,True,False,False,False,False,False
2007-03-06,519,False,False,False,False,False,False,False,False,True,False
2007-03-07,493,False,False,False,False,False,False,False,False,False,True
2007-03-08,682,False,False,False,False,False,False,False,True,False,False
2007-03-09,459,False,False,False,True,False,False,False,False,False,False
2007-03-10,218,True,False,False,False,False,True,False,False,False,False
2007-03-11,223,True,False,False,False,False,False,True,False,False,False
2007-03-12,310,False,False,False,False,True,False,False,False,False,False
2007-03-13,356,False,False,False,False,False,False,False,False,True,False
2007-03-14,313,False,False,False,False,False,False,False,False,False,True
2007-03-15,284,False,False,False,False,False,False,False,True,False,False
2007-03-16,66,False,False,False,True,False,False,False,False,False,False
2007-03-17,105,True,False,False,False,False,True,False,False,False,False
2007-03-18,241,True,False,False,False,False,False,True,False,False,False
2007-03-19,67,False,False,False,False,True,False,False,False,False,False
2007-03-20,154,False,False,False,False,False,False,False,False,True,False
2007-03-21,402,False,False,False,False,False,False,False,False,False,True
2007-03-22,526,False,False,False,False,False,False,False,True,False,False
2007-03-23,250,False,False,False,True,False,False,False,False,False,False
2007-03-24,652,True,False,False,False,False,True,False,False,False,False
2007-03-25,549,True,False,False,False,False,False,True,False,False,False
2007-03-26,354,False,False,False,False,True,False,False,False,False,False
2007-03-27,584,False,False,False,False,False,False,False,False,True,False
2007-03-28,851,False,False,False,False,False,False,False,False,False,True
2007-03-29,1011,False,False,False,False,False,False,False,True,False,False
2007-03-30,570,False,False,False,True,False,False,False,False,False,False
2007-03-31,80,True,False,True,False,False,True,False,False,False,False
2007-04-01,227,True,True,False,False,False,False,True,False,False,False
2007-04-02,92,False,False,False,False,True,False,False,False,False,False
2007-04-03,559,False,False,False,False,False,False,False,False,True,False
2007-04-04,564,False,False,False,False,False,False,False,False,False,True
2007-04-05,630,False,False,False,False,False,False,False,True,False,False
2007-04-06,405,False,False,False,True,False,False,False,False,False,False
2007-04-07,675,True,False,False,False,False,True,False,False,False,False
2007-04-08,752,True,False,False,False,False,False,True,False,False,False
2007-04-09,62,False,False,False,False,True,False,False,False,False,False
2007-04-10,318,False,False,False,False,False,False,False,False,True,False
2007-04-11,161,False,False,False,False,False,False,False,False,False,True
2007-04-12,300,False,False,False,False,False,False,False,True,False,False
2007-04-13,212,False,False,False,True,False,False,False,False,False,False
2007-04-14,351,True,False,False,False,False,True,False,False,False,False
2007-04-15,627,True,False,False,False,False,False,True,False,False,False
2007-04-16,198,False,False,False,False,True,False,False,False,False,False
2007-04-17,300,False,False,False,False,False,False,False,False,True,False
2007-04-18,469,False,False,False,False,False,False,False,False,False,True
2007-04-19,630,False,False,False,False,False,False,False,True,False,False
2007-04-20,227,False,False,False,True,False,False,False,False,False,False
2007-04-21,382,True,False,False,False,False,True,False,False,False,False
